Peer,vendor,KPI,value
All products,CALUMO,Visual design standards,4.2
All products,CALUMO,Location intelligence,3.777777778
All products,CALUMO,Visual analysis,7.385135135
All products,CALUMO,Innovation,6.179879479
All products,CALUMO,Considered for purchase,1.367836517
All products,CALUMO,Competitive win rate,10
All products,CALUMO,Competitiveness,6.547134607
All products,Carriots Analytics,Business benefits,7.444008357
All products,Carriots Analytics,Project success,7.901538462
All products,Carriots Analytics,Project length,10
All products,Carriots Analytics,Business value,8.022516999
All products,Carriots Analytics,Price-to-value,9.235294118
All products,Carriots Analytics,Recommendation,7.970112261
All products,Carriots Analytics,Vendor support,8.416804365
All products,Carriots Analytics,Implementer support,7.822580235
All products,Carriots Analytics,Product satisfaction,8.991796322
All products,Carriots Analytics,Customer satisfaction,8.388822258
All products,Carriots Analytics,Self-service,6.602941176
All products,Carriots Analytics,Flexibility,7.17492782
All products,Carriots Analytics,Ease of use,7.865193194
All products,Carriots Analytics,Data volume,1.0169279
All products,Carriots Analytics,Query performance,4.937860724
All products,Carriots Analytics,Performance satisfaction,10
All products,Carriots Analytics,Customer experience,6.765895594
All products,Carriots Analytics,Cloud BI,6.225806452
All products,Carriots Analytics,Mobile BI,1.790991486
All products,Carriots Analytics,Operational BI,6.689655172
All products,Carriots Analytics,Visual design standards,4.936507937
All products,Carriots Analytics,Location intelligence,9.8
All products,Carriots Analytics,Visual analysis,7.776061776
All products,Carriots Analytics,Data preparation,4.421034026
All products,Carriots Analytics,Embedded BI,8.977272727
All products,Carriots Analytics,Innovation,6.327166197
All products,Carriots Analytics,Considered for purchase,1.175921813
All products,Carriots Analytics,Competitive win rate,8.475570033
All products,Carriots Analytics,Competitiveness,5.555710745
All products,Cubeware,Business benefits,6.287092814
All products,Cubeware,Project success,5.741013333
All products,Cubeware,Project length,3.048462116
All products,Cubeware,Business value,5.565294538
All products,Cubeware,Price-to-value,7.547314578
All products,Cubeware,Recommendation,3.907864627
All products,Cubeware,Vendor support,5.702778429
All products,Cubeware,Implementer support,5.283975715
All products,Cubeware,Product satisfaction,1.873530703
All products,Cubeware,Customer satisfaction,4.818564037
All products,Cubeware,Self-service,5.815217391
All products,Cubeware,Flexibility,4.960072611
All products,Cubeware,Ease of use,3.002155784
All products,Cubeware,Sales experience,6.713408473
All products,Cubeware,Data volume,1.970361926
All products,Cubeware,Query performance,4.973206373
All products,Cubeware,Performance satisfaction,1.392931393
All products,Cubeware,Customer experience,4.267587679
All products,Cubeware,Cloud BI,1.553846154
All products,Cubeware,Mobile BI,4.385387856
All products,Cubeware,Visual design standards,8.178743961
All products,Cubeware,Location intelligence,3.608695652
All products,Cubeware,Visual analysis,5.256756757
All products,Cubeware,Innovation,4.596686076
All products,Cubeware,Considered for purchase,2.839182586
All products,Cubeware,Competitive win rate,3.725051821
All products,Cubeware,Competitiveness,3.370704127
All products,cubus,Business benefits,7.460279393
All products,cubus,Project success,9.595368421
All products,cubus,Project length,7.001744186
All products,cubus,Business value,8.095553201
All products,cubus,Price-to-value,9.891402715
All products,cubus,Recommendation,9.243767313
All products,cubus,Vendor support,10
All products,cubus,Implementer support,10
All products,cubus,Product satisfaction,10
All products,cubus,Customer satisfaction,9.792842281
All products,cubus,Self-service,8.986842105
All products,cubus,Flexibility,9.566711781
All products,cubus,Ease of use,6.503358843
All products,cubus,Sales experience,9.823223415
All products,cubus,Data volume,1.403851321
All products,cubus,Query performance,5.995496703
All products,cubus,Performance satisfaction,7.25464191
All products,cubus,Customer experience,7.599623665
All products,cubus,Cloud BI,2.08
All products,cubus,Mobile BI,1
All products,cubus,Visual design standards,5.746666667
All products,cubus,Location intelligence,3.4
All products,cubus,Visual analysis,4.515970516
All products,cubus,Innovation,3.348527437
All products,cubus,Considered for purchase,1.495779653
All products,cubus,Competitive win rate,9.275096239
All products,cubus,Competitiveness,6.163369605
All products,Cyberscience,Business benefits,6.201211104
All products,Cyberscience,Project success,8.922482759
All products,Cyberscience,Project length,8.744186047
All products,Cyberscience,Business value,7.532130813
All products,Cyberscience,Price-to-value,9.541176471
All products,Cyberscience,Recommendation,7.860941828
All products,Cyberscience,Vendor support,9.079262519
All products,Cyberscience,Implementer support,6.921120412
All products,Cyberscience,Product satisfaction,8.739745403
All products,Cyberscience,Customer satisfaction,8.255546292
All products,Cyberscience,Self-service,5.5
All products,Cyberscience,Flexibility,3.703243778
All products,Cyberscience,Ease of use,6.82279879
All products,Cyberscience,Sales experience,8.496188227
All products,Cyberscience,Data volume,1.853112405
All products,Cyberscience,Query performance,3.31809501
All products,Cyberscience,Performance satisfaction,8.901856764
All products,Cyberscience,Customer experience,5.431752364
All products,Cyberscience,Cloud BI,2.44
All products,Cyberscience,Mobile BI,2.150360214
All products,Cyberscience,Operational BI,9.497536946
All products,Cyberscience,Visual design standards,1.106666667
All products,Cyberscience,Location intelligence,1.8
All products,Cyberscience,Visual analysis,4.378378378
All products,Cyberscience,Innovation,3.562157034
All products,Cyberscience,Considered for purchase,1.031985784
All products,Cyberscience,Competitive win rate,7.009771987
All products,Cyberscience,Competitiveness,4.618657506
All products,Dimensional Insight,Business benefits,9.086200422
All products,Dimensional Insight,Project success,8.538105263
All products,Dimensional Insight,Project length,6.209725159
All products,Dimensional Insight,Business value,8.424089492
All products,Dimensional Insight,Price-to-value,9.382352941
All products,Dimensional Insight,Recommendation,9.851089316
All products,Dimensional Insight,Vendor support,9.690501848
All products,Dimensional Insight,Implementer support,8.805990951
All products,Dimensional Insight,Product satisfaction,9.747949081
All products,Dimensional Insight,Customer satisfaction,9.467737379
All products,Dimensional Insight,Self-service,5.65
All products,Dimensional Insight,Flexibility,8.915401656
All products,Dimensional Insight,Ease of use,4.648415598
All products,Dimensional Insight,Sales experience,9.060074399
All products,Dimensional Insight,Data volume,4.841021048
All products,Dimensional Insight,Query performance,10
All products,Dimensional Insight,Performance satisfaction,8.32388664
All products,Dimensional Insight,Customer experience,7.395850349
All products,Dimensional Insight,Cloud BI,3.322580645
All products,Dimensional Insight,Mobile BI,2.903323263
All products,Dimensional Insight,Visual design standards,7.49382716
All products,Dimensional Insight,Location intelligence,5.242424242
All products,Dimensional Insight,Visual analysis,6.675675676
All products,Dimensional Insight,Data preparation,8.337563086
All products,Dimensional Insight,Innovation,5.662565679
All products,Dimensional Insight,Considered for purchase,1.175921813
All products,Dimensional Insight,Competitive win rate,9.19014658
All products,Dimensional Insight,Competitiveness,5.984456673
All products,Domo,Business benefits,9.933089514
All products,Domo,Project success,8.082133333
All products,Domo,Project length,5.699919808
All products,Domo,Business value,8.610575836
All products,Domo,Price-to-value,8.764705882
All products,Domo,Recommendation,9.968635511
All products,Domo,Vendor support,9.132298026
All products,Domo,Implementer support,5.675466838
All products,Domo,Product satisfaction,4.418872499
All products,Domo,Customer satisfaction,7.630338322
All products,Domo,Self-service,8.03125
All products,Domo,Flexibility,7.410038445
All products,Domo,Ease of use,7.790525132
All products,Domo,Sales experience,9.3299095
All products,Domo,Data volume,4.73354232
All products,Domo,Query performance,5.904340533
All products,Domo,Performance satisfaction,8.009615385
All products,Domo,Customer experience,7.414019947
All products,Domo,Cloud BI,9.46
All products,Domo,Mobile BI,9.706344411
All products,Domo,Operational BI,10
All products,Domo,Visual design standards,2.481481481
All products,Domo,Location intelligence,8.692307692
All products,Domo,Visual analysis,9.665540541
All products,Domo,Embedded BI,5.437062937
All products,Domo,Innovation,7.920391009
All products,Domo,Considered for purchase,2.183474012
All products,Domo,Competitive win rate,1.927371239
All products,Domo,Competitiveness,2.029812348
All products,Dundas,Business benefits,7.08759518
All products,Dundas,Project success,7.7928
All products,Dundas,Project length,7.195348837
All products,Dundas,Business value,7.340622396
All products,Dundas,Price-to-value,9.235294118
All products,Dundas,Recommendation,8.468908205
All products,Dundas,Vendor support,8.965615006
All products,Dundas,Implementer support,8.260198004
All products,Dundas,Product satisfaction,7.059405941
All products,Dundas,Customer satisfaction,8.392329063
All products,Dundas,Self-service,1
All products,Dundas,Flexibility,9.069517125
All products,Dundas,Ease of use,4.32514064
All products,Dundas,Sales experience,9.327098717
All products,Dundas,Data volume,1.87460815
All products,Dundas,Query performance,5.605687744
All products,Dundas,Performance satisfaction,6.815384615
All products,Dundas,Customer experience,5.350191732
All products,Dundas,Cloud BI,3.769230769
All products,Dundas,Mobile BI,5.350453172
All products,Dundas,Operational BI,6.985221675
All products,Dundas,Visual design standards,5.857142857
All products,Dundas,Location intelligence,6.517241379
All products,Dundas,Visual analysis,9.027027027
All products,Dundas,Data preparation,4.32260274
All products,Dundas,Embedded BI,7.561188811
All products,Dundas,Innovation,6.173763554
All products,Dundas,Considered for purchase,1.607729898
All products,Dundas,Competitive win rate,7.009771987
All products,Dundas,Competitiveness,4.848955151
All products,IBM Cognos Analytics,Business benefits,3.7220509
All products,IBM Cognos Analytics,Project success,2.75621978
All products,IBM Cognos Analytics,Project length,1.921460112
All products,IBM Cognos Analytics,Business value,3.100008729
All products,IBM Cognos Analytics,Price-to-value,2.744186047
All products,IBM Cognos Analytics,Recommendation,4.698368729
All products,IBM Cognos Analytics,Vendor support,3.685448648
All products,IBM Cognos Analytics,Implementer support,2.58528778
All products,IBM Cognos Analytics,Product satisfaction,1
All products,IBM Cognos Analytics,Customer satisfaction,3.059186576
All products,IBM Cognos Analytics,Self-service,7.525862069
All products,IBM Cognos Analytics,Flexibility,2.839100337
All products,IBM Cognos Analytics,Ease of use,1.465682336
All products,IBM Cognos Analytics,Sales experience,4.21743379
All products,IBM Cognos Analytics,Data volume,5.95286996
All products,IBM Cognos Analytics,Query performance,1.384143354
All products,IBM Cognos Analytics,Performance satisfaction,1
All products,IBM Cognos Analytics,Customer experience,3.497488739
All products,IBM Cognos Analytics,Cloud BI,2.694117647
All products,IBM Cognos Analytics,Mobile BI,4.126888218
All products,IBM Cognos Analytics,Operational BI,4.356054531
All products,IBM Cognos Analytics,Visual design standards,6.300411523
All products,IBM Cognos Analytics,Location intelligence,4.67816092
All products,IBM Cognos Analytics,Visual analysis,4.47894406
All products,IBM Cognos Analytics,Data preparation,1.520890411
All products,IBM Cognos Analytics,Embedded BI,5.983023001
All products,IBM Cognos Analytics,Innovation,4.267311289
All products,IBM Cognos Analytics,Considered for purchase,7.253220791
All products,IBM Cognos Analytics,Competitive win rate,2.936544726
All products,IBM Cognos Analytics,Competitiveness,4.663215152
All products,IBM Planning Analytics,Business benefits,4.822300069
All products,IBM Planning Analytics,Project success,6.259333333
All products,IBM Planning Analytics,Project length,2.310554562
All products,IBM Planning Analytics,Business value,4.882686906
All products,IBM Planning Analytics,Price-to-value,5.470588235
All products,IBM Planning Analytics,Recommendation,5.235044498
All products,IBM Planning Analytics,Vendor support,5.150569621
All products,IBM Planning Analytics,Implementer support,5.897904977
All products,IBM Planning Analytics,Product satisfaction,3.808314372
All products,IBM Planning Analytics,Customer satisfaction,5.188149407
All products,IBM Planning Analytics,Self-service,6.181818182
All products,IBM Planning Analytics,Flexibility,7.820924718
All products,IBM Planning Analytics,Ease of use,2.365595066
All products,IBM Planning Analytics,Sales experience,5.39481428
All products,IBM Planning Analytics,Data volume,1.573667712
All products,IBM Planning Analytics,Query performance,6.976507895
All products,IBM Planning Analytics,Performance satisfaction,6.612111293
All products,IBM Planning Analytics,Customer experience,5.777509943
All products,IBM Planning Analytics,Cloud BI,2.255813953
All products,IBM Planning Analytics,Mobile BI,2.16349329
All products,IBM Planning Analytics,Visual design standards,5.857142857
All products,IBM Planning Analytics,Location intelligence,1.930232558
All products,IBM Planning Analytics,Visual analysis,2.326781327
All products,IBM Planning Analytics,Innovation,2.906692797
All products,IBM Planning Analytics,Considered for purchase,4.646379387
All products,IBM Planning Analytics,Competitive win rate,4.488367602
All products,IBM Planning Analytics,Competitiveness,4.551572316
All products,Infor BI,Business benefits,4.87163499
All products,Infor BI,Project success,5.052097561
All products,Infor BI,Project length,1.985623679
All products,Infor BI,Business value,4.450787295
All products,Infor BI,Price-to-value,6.205882353
All products,Infor BI,Recommendation,1.965738446
All products,Infor BI,Vendor support,4.985110853
All products,Infor BI,Implementer support,4.823177551
All products,Infor BI,Product satisfaction,2.578500707
All products,Infor BI,Customer satisfaction,3.992144651
All products,Infor BI,Self-service,5.275
All products,Infor BI,Flexibility,4.779228345
All products,Infor BI,Ease of use,3.142625033
All products,Infor BI,Sales experience,4.137313522
All products,Infor BI,Data volume,1.275463095
All products,Infor BI,Query performance,4.731743431
All products,Infor BI,Performance satisfaction,4.692307692
All products,Infor BI,Customer experience,4.336343855
All products,Infor BI,Cloud BI,1.473684211
All products,Infor BI,Mobile BI,4.126888218
All products,Infor BI,Visual design standards,7.273504274
All products,Infor BI,Location intelligence,1
All products,Infor BI,Visual analysis,1
All products,Infor BI,Innovation,2.97481534
All products,Infor BI,Considered for purchase,2.231452688
All products,Infor BI,Competitive win rate,3.602539387
All products,Infor BI,Competitiveness,3.054104707
All products,Information Builders,Business benefits,5.450806403
All products,Information Builders,Project success,6.3296
All products,Information Builders,Project length,3.693629929
All products,Information Builders,Business value,5.450874857
All products,Information Builders,Price-to-value,7.511156187
All products,Information Builders,Recommendation,6.897902651
All products,Information Builders,Vendor support,7.704127608
All products,Information Builders,Implementer support,7.751556128
All products,Information Builders,Product satisfaction,2.578500707
All products,Information Builders,Customer satisfaction,6.627995445
All products,Information Builders,Self-service,7.55
All products,Information Builders,Flexibility,7.363171011
All products,Information Builders,Ease of use,2.48718244
All products,Information Builders,Sales experience,6.757481539
All products,Information Builders,Data volume,8.495297806
All products,Information Builders,Query performance,5.524091857
All products,Information Builders,Performance satisfaction,5.450549451
All products,Information Builders,Customer experience,6.208281419
All products,Information Builders,Cloud BI,3.16
All products,Information Builders,Mobile BI,8.050734452
All products,Information Builders,Operational BI,8.24137931
All products,Information Builders,Visual design standards,3.555555556
All products,Information Builders,Location intelligence,6.714285714
All products,Information Builders,Visual analysis,4.397017707
All products,Information Builders,Data preparation,3.203767123
All products,Information Builders,Embedded BI,7.272727273
All products,Information Builders,Innovation,5.574433392
All products,Information Builders,Considered for purchase,1.879609063
All products,Information Builders,Competitive win rate,2.382038157
All products,Information Builders,Competitiveness,2.181066519
All products,Jedox,Business benefits,5.874603432
All products,Jedox,Project success,7.735652174
All products,Jedox,Project length,6.907193077
All products,Jedox,Business value,6.667051287
All products,Jedox,Price-to-value,9.410513141
All products,Jedox,Recommendation,6.463085632
All products,Jedox,Vendor support,7.93553329
All products,Jedox,Implementer support,8.116274517
All products,Jedox,Product satisfaction,5.626175223
All products,Jedox,Customer satisfaction,7.473543646
All products,Jedox,Self-service,7.032608696
All products,Jedox,Flexibility,9.050413318
All products,Jedox,Ease of use,5.846951732
All products,Jedox,Sales experience,7.29163898
All products,Jedox,Data volume,1.002343863
All products,Jedox,Query performance,7.120086668
All products,Jedox,Performance satisfaction,5.25695581
All products,Jedox,Customer experience,6.64221695
All products,Jedox,Cloud BI,3.454545455
All products,Jedox,Mobile BI,3.009720215
All products,Jedox,Visual design standards,5.059259259
All products,Jedox,Location intelligence,3.666666667
All products,Jedox,Visual analysis,2.630247269
All products,Jedox,Innovation,3.564087773
All products,Jedox,Considered for purchase,3.11106175
All products,Jedox,Competitive win rate,1.896611532
All products,Jedox,Competitiveness,2.382391619
All products,Longview Analytics,Business benefits,7.413471678
All products,Longview Analytics,Project success,7.866470588
All products,Longview Analytics,Project length,4.017562149
All products,Longview Analytics,Business value,6.998486393
All products,Longview Analytics,Price-to-value,6.652573529
All products,Longview Analytics,Recommendation,7.794030918
All products,Longview Analytics,Vendor support,7.34074697
All products,Longview Analytics,Implementer support,8.227047546
All products,Longview Analytics,Product satisfaction,8.865770863
All products,Longview Analytics,Customer satisfaction,7.815118176
All products,Longview Analytics,Self-service,2.125
All products,Longview Analytics,Flexibility,10
All products,Longview Analytics,Ease of use,7.243337486
All products,Longview Analytics,Sales experience,6.63735758
All products,Longview Analytics,Data volume,4.15821501
All products,Longview Analytics,Query performance,8.623813081
All products,Longview Analytics,Performance satisfaction,7.623421355
All products,Longview Analytics,Customer experience,6.725122602
All products,Longview Analytics,Cloud BI,3.360655738
All products,Longview Analytics,Mobile BI,6.555194051
All products,Longview Analytics,Operational BI,6.655737705
All products,Longview Analytics,Visual design standards,9.42
All products,Longview Analytics,Location intelligence,5.516129032
All products,Longview Analytics,Visual analysis,7.385135135
All products,Longview Analytics,Innovation,6.482141943
All products,Longview Analytics,Considered for purchase,2.039537983
All products,Longview Analytics,Competitive win rate,8.214625765
All products,Longview Analytics,Competitiveness,5.744590652
All products,Looker,Business benefits,10
All products,Looker,Project success,8.453647059
All products,Looker,Project length,8.744186047
All products,Looker,Business value,9.275246694
All products,Looker,Price-to-value,9.823529412
All products,Looker,Recommendation,8.009101702
All products,Looker,Vendor support,9.119373406
All products,Looker,Implementer support,7.751556128
All products,Looker,Product satisfaction,4.013790665
All products,Looker,Customer satisfaction,7.766280038
All products,Looker,Self-service,10
All products,Looker,Flexibility,9.805613329
All products,Looker,Ease of use,6.22589048
All products,Looker,Sales experience,9.705562287
All products,Looker,Query performance,1.734922991
All products,Looker,Performance satisfaction,3.443438914
All products,Looker,Customer experience,7.071608234
All products,Looker,Cloud BI,9.1
All products,Looker,Mobile BI,5.795385883
All products,Looker,Operational BI,7.724137931
All products,Looker,Visual design standards,1
All products,Looker,Location intelligence,6.882352941
All products,Looker,Embedded BI,7.024793388
All products,Looker,Innovation,6.254445024
All products,Looker,Considered for purchase,1.831630386
All products,Looker,Competitive win rate,3.061635433
All products,Looker,Competitiveness,2.569633414
All products,Microsoft Excel,Business benefits,2.949543935
All products,Microsoft Excel,Project success,4.248208333
All products,Microsoft Excel,Project length,7.206256142
All products,Microsoft Excel,Business value,4.091884102
All products,Microsoft Excel,Price-to-value,9.248512888
All products,Microsoft Excel,Recommendation,4.888639564
All products,Microsoft Excel,Vendor support,4.585215345
All products,Microsoft Excel,Implementer support,2.374484868
All products,Microsoft Excel,Product satisfaction,1.932655948
All products,Microsoft Excel,Customer satisfaction,4.443511805
All products,Microsoft Excel,Self-service,6.568435754
All products,Microsoft Excel,Flexibility,6.134729627
All products,Microsoft Excel,Ease of use,5.352971986
All products,Microsoft Excel,Sales experience,4.479419143
All products,Microsoft Excel,Data volume,1
All products,Microsoft Excel,Query performance,3.389637119
All products,Microsoft Excel,Performance satisfaction,5.164720097
All products,Microsoft Excel,Customer experience,5.100255263
All products,Microsoft Excel,Cloud BI,3.666666667
All products,Microsoft Excel,Mobile BI,2.466335779
All products,Microsoft Excel,Operational BI,2.90270936
All products,Microsoft Excel,Visual design standards,3.974025974
All products,Microsoft Excel,Location intelligence,4.076923077
All products,Microsoft Excel,Visual analysis,5.312039312
All products,Microsoft Excel,Data preparation,5.654416105
All products,Microsoft Excel,Innovation,4.007588039
All products,Microsoft Excel,Considered for purchase,8.854749
All products,Microsoft Excel,Competitive win rate,7.30497452
All products,Microsoft Excel,Competitiveness,7.924884312
All products,Microsoft Power BI,Business benefits,7.649537237
All products,Microsoft Power BI,Project success,7.185929412
All products,Microsoft Power BI,Project length,7.135778175
All products,Microsoft Power BI,Business value,7.409374785
All products,Microsoft Power BI,Price-to-value,9.867373036
All products,Microsoft Power BI,Recommendation,8.104969855
All products,Microsoft Power BI,Vendor support,6.036123589
All products,Microsoft Power BI,Implementer support,5.538748763
All products,Microsoft Power BI,Product satisfaction,5.313428218
All products,Microsoft Power BI,Customer satisfaction,6.947083795
All products,Microsoft Power BI,Self-service,5.818862275
All products,Microsoft Power BI,Flexibility,5.511763856
All products,Microsoft Power BI,Ease of use,6.693106677
All products,Microsoft Power BI,Sales experience,6.667536505
All products,Microsoft Power BI,Data volume,1.0230835
All products,Microsoft Power BI,Query performance,4.825965642
All products,Microsoft Power BI,Performance satisfaction,6.984979518
All products,Microsoft Power BI,Customer experience,5.620757291
All products,Microsoft Power BI,Cloud BI,8.615384615
All products,Microsoft Power BI,Mobile BI,8.456989345
All products,Microsoft Power BI,Operational BI,3.711598746
All products,Microsoft Power BI,Visual design standards,5.543735225
All products,Microsoft Power BI,Location intelligence,7.967741935
All products,Microsoft Power BI,Visual analysis,9.063063063
All products,Microsoft Power BI,Data preparation,5.898831835
All products,Microsoft Power BI,Embedded BI,3.308248043
All products,Microsoft Power BI,Innovation,6.570699101
All products,Microsoft Power BI,Considered for purchase,9.618249667
All products,Microsoft Power BI,Competitive win rate,4.865834921
All products,Microsoft Power BI,Competitiveness,6.766800819
All products,Microsoft SSRS,Business benefits,4.258523475
All products,Microsoft SSRS,Project success,4.784597015
All products,Microsoft SSRS,Project length,4.097674419
All products,Microsoft SSRS,Business value,4.407073146
All products,Microsoft SSRS,Price-to-value,6.004821601
All products,Microsoft SSRS,Recommendation,4.529589524
All products,Microsoft SSRS,Vendor support,4.875790116
All products,Microsoft SSRS,Implementer support,2.408803895
All products,Microsoft SSRS,Product satisfaction,1.375132603
All products,Microsoft SSRS,Customer satisfaction,3.777222408
All products,Microsoft SSRS,Self-service,2.916666667
All products,Microsoft SSRS,Flexibility,1
All products,Microsoft SSRS,Ease of use,2.705529746
All products,Microsoft SSRS,Sales experience,4.994558881
All products,Microsoft SSRS,Data volume,2.48806366
All products,Microsoft SSRS,Query performance,2.219405725
All products,Microsoft SSRS,Performance satisfaction,2.615384615
All products,Microsoft SSRS,Customer experience,2.450947337
All products,Microsoft SSRS,Cloud BI,2.661538462
All products,Microsoft SSRS,Mobile BI,2.940971415
All products,Microsoft SSRS,Operational BI,4.435409161
All products,Microsoft SSRS,Visual design standards,4.2
All products,Microsoft SSRS,Location intelligence,4.666666667
All products,Microsoft SSRS,Visual analysis,4.876689189
All products,Microsoft SSRS,Innovation,3.963545816
All products,Microsoft SSRS,Considered for purchase,8.292758774
All products,Microsoft SSRS,Competitive win rate,6.579080709
All products,Microsoft SSRS,Competitiveness,7.264551935
All products,MicroStrategy,Business benefits,4.91852443
All products,MicroStrategy,Project success,4.60209009
All products,MicroStrategy,Project length,1.675556655
All products,MicroStrategy,Business value,4.272551687
All products,MicroStrategy,Price-to-value,4.092603378
All products,MicroStrategy,Recommendation,5.739986524
All products,MicroStrategy,Vendor support,5.656750437
All products,MicroStrategy,Implementer support,3.932876999
All products,MicroStrategy,Product satisfaction,2.149980403
All products,MicroStrategy,Customer satisfaction,4.40143825
All products,MicroStrategy,Self-service,9.723684211
All products,MicroStrategy,Flexibility,4.78977689
All products,MicroStrategy,Ease of use,2.518864864
All products,MicroStrategy,Sales experience,6.007104038
All products,MicroStrategy,Data volume,10
All products,MicroStrategy,Query performance,1.734922991
All products,MicroStrategy,Performance satisfaction,5.015384615
All products,MicroStrategy,Customer experience,5.577559449
All products,MicroStrategy,Cloud BI,2.903846154
All products,MicroStrategy,Mobile BI,6.123231038
All products,MicroStrategy,Operational BI,5.310344828
All products,MicroStrategy,Visual design standards,8.270175439
All products,MicroStrategy,Location intelligence,7.909090909
All products,MicroStrategy,Visual analysis,7.515444015
All products,MicroStrategy,Data preparation,2.568752314
All products,MicroStrategy,Embedded BI,4.020979021
All products,MicroStrategy,Innovation,5.577732965
All products,MicroStrategy,Considered for purchase,5.046201688
All products,MicroStrategy,Competitive win rate,4.205248882
All products,MicroStrategy,Competitiveness,4.541630005
All products,Oracle BI,Business benefits,1
All products,Oracle BI,Project success,1
All products,Oracle BI,Project length,1
All products,Oracle BI,Business value,1
All products,Oracle BI,Price-to-value,1
All products,Oracle BI,Recommendation,1
All products,Oracle BI,Vendor support,1.502761633
All products,Oracle BI,Implementer support,2.440785784
All products,Oracle BI,Product satisfaction,1.538290564
All products,Oracle BI,Customer satisfaction,1.533705145
All products,Oracle BI,Self-service,4.75
All products,Oracle BI,Flexibility,2.68623163
All products,Oracle BI,Ease of use,1.678939527
All products,Oracle BI,Sales experience,4.113097551
All products,Oracle BI,Data volume,5.163457232
All products,Oracle BI,Query performance,2.247290771
All products,Oracle BI,Performance satisfaction,1.043269231
All products,Oracle BI,Customer experience,2.966017767
All products,Oracle BI,Cloud BI,3.4
All products,Oracle BI,Mobile BI,1.435045317
All products,Oracle BI,Operational BI,6.482758621
All products,Oracle BI,Visual design standards,2.333333333
All products,Oracle BI,Location intelligence,3.068965517
All products,Oracle BI,Visual analysis,2.383970177
All products,Oracle BI,Data preparation,1.018705716
All products,Oracle BI,Innovation,2.874682669
All products,Oracle BI,Considered for purchase,4.086628165
All products,Oracle BI,Competitive win rate,2.094328678
All products,Oracle BI,Competitiveness,2.891248473
All products,Phocas,Business benefits,8.554409737
All products,Phocas,Project success,10
All products,Phocas,Project length,9.545308741
All products,Phocas,Business value,9.201422992
All products,Phocas,Price-to-value,10
All products,Phocas,Recommendation,10
All products,Phocas,Vendor support,9.125431822
All products,Phocas,Implementer support,9.372245186
